date,store_nbr,family,sales,onpromotion,city,state,type,cluster,year,month,day,day_of_week,week_of_year,is_weekend,quarter,type_encoded,family_encoded,predicted_sales
2013-01-01,15,HOME AND KITCHEN I,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,15,-17.500721
2013-01-01,15,HOME AND KITCHEN II,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,16,-17.500721
2013-01-01,15,HOME APPLIANCES,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,17,-17.500721
2013-01-01,15,HOME CARE,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,18,4.451306
2013-01-01,15,LADIESWEAR,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,19,-9.752869
2013-01-01,15,LAWN AND GARDEN,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,20,-9.752869
2013-01-01,15,LINGERIE,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,21,-9.752869
2013-01-01,15,"LIQUOR,WINE,BEER",0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,22,14.430717
2013-01-01,15,MAGAZINES,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,23,-5.285502
2013-01-01,15,MEATS,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,24,114.56384
2013-01-01,15,PERSONAL CARE,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,25,100.892
2013-01-01,15,PET SUPPLIES,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,26,-47.02258
2013-01-01,15,PLAYERS AND ELECTRONICS,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,27,-47.02258
2013-01-01,15,POULTRY,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,28,49.13169
2013-01-01,15,PREPARED FOODS,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,29,-74.843155
2013-01-01,15,PRODUCE,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,30,-93.67189
2013-01-01,15,SCHOOL AND OFFICE SUPPLIES,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,31,-89.316605
2013-01-01,15,SEAFOOD,0.0,0,Ibarra,Imbabura,C,15,2013,1,1,1,1,0,1,3,32,-88.14943
2013-01-01,16,AUTOMOTIVE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,0,-52.24732
2013-01-01,16,BABY CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,1,-54.064175
2013-01-01,16,BEAUTY,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,2,-53.71535
2013-01-01,16,BEVERAGES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,3,623.3954
2013-01-01,16,BOOKS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,4,-118.15495
2013-01-01,16,BREAD/BAKERY,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,5,145.50676
2013-01-01,16,CELEBRATION,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,6,-122.19333
2013-01-01,16,CLEANING,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,7,766.67914
2013-01-01,16,DAIRY,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,8,254.54225
2013-01-01,16,DELI,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,9,31.984468
2013-01-01,16,EGGS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,10,-3.4026928
2013-01-01,16,FROZEN FOODS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,11,-17.215483
2013-01-01,16,GROCERY I,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,12,1494.053
2013-01-01,16,GROCERY II,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,13,-21.991768
2013-01-01,16,HARDWARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,14,-25.139711
2013-01-01,16,HOME AND KITCHEN I,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,15,-25.139711
2013-01-01,16,HOME AND KITCHEN II,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,16,-25.139711
2013-01-01,16,HOME APPLIANCES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,17,-25.139711
2013-01-01,16,HOME CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,18,-3.1876755
2013-01-01,16,LADIESWEAR,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,19,-17.391863
2013-01-01,16,LAWN AND GARDEN,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,20,-17.391863
2013-01-01,16,LINGERIE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,21,-17.391863
2013-01-01,16,"LIQUOR,WINE,BEER",0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,22,6.791737
2013-01-01,16,MAGAZINES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,23,-12.924494
2013-01-01,16,MEATS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,24,136.17427
2013-01-01,16,PERSONAL CARE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,25,93.00923
2013-01-01,16,PET SUPPLIES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,26,-52.47128
2013-01-01,16,PLAYERS AND ELECTRONICS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,27,-52.47128
2013-01-01,16,POULTRY,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,28,43.68301
2013-01-01,16,PREPARED FOODS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,29,-80.55221
2013-01-01,16,PRODUCE,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,30,-84.40503
2013-01-01,16,SCHOOL AND OFFICE SUPPLIES,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,31,-120.763275
2013-01-01,16,SEAFOOD,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,2013,1,1,1,1,0,1,3,32,-119.59609
2013-01-01,17,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,0,-20.558054
2013-01-01,17,BABY CARE,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,1,-22.374907
2013-01-01,17,BEAUTY,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,2,-22.02609
2013-01-01,17,BEVERAGES,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,3,751.8724
2013-01-01,17,BOOKS,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,4,-81.70325
2013-01-01,17,BREAD/BAKERY,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,5,181.95847
2013-01-01,17,CELEBRATION,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,6,-85.74164
2013-01-01,17,CLEANING,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,7,760.3426
2013-01-01,17,DAIRY,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,8,275.39734
2013-01-01,17,DELI,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,9,63.471863
2013-01-01,17,EGGS,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,10,28.084658
2013-01-01,17,FROZEN FOODS,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,11,14.2718525
2013-01-01,17,GROCERY I,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,12,1869.2651
2013-01-01,17,GROCERY II,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,13,-3.9460576
2013-01-01,17,HARDWARE,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,14,-7.0940022
2013-01-01,17,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,15,-7.0940022
2013-01-01,17,HOME AND KITCHEN II,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,16,-7.0940022
2013-01-01,17,HOME APPLIANCES,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,17,-7.0940022
2013-01-01,17,HOME CARE,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,18,14.858023
2013-01-01,17,LADIESWEAR,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,19,0.6538516
2013-01-01,17,LAWN AND GARDEN,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,20,0.6538516
2013-01-01,17,LINGERIE,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,21,0.6538516
2013-01-01,17,"LIQUOR,WINE,BEER",0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,22,24.837433
2013-01-01,17,MAGAZINES,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,23,5.121218
2013-01-01,17,MEATS,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,24,160.92
2013-01-01,17,PERSONAL CARE,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,25,117.75498
2013-01-01,17,PET SUPPLIES,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,26,-27.725517
2013-01-01,17,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,27,-27.725517
2013-01-01,17,POULTRY,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,28,68.42875
2013-01-01,17,PREPARED FOODS,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,29,-55.546104
2013-01-01,17,PRODUCE,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,30,-52.256676
2013-01-01,17,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,31,-81.22771
2013-01-01,17,SEAFOOD,0.0,0,Quito,Pichincha,C,12,2013,1,1,1,1,0,1,3,32,-80.06053
2013-01-01,18,AUTOMOTIVE,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,0,-24.741314
2013-01-01,18,BABY CARE,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,1,-26.558167
2013-01-01,18,BEAUTY,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,2,-26.20935
2013-01-01,18,BEVERAGES,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,3,838.96625
2013-01-01,18,BOOKS,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,4,-77.697266
2013-01-01,18,BREAD/BAKERY,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,5,241.09093
2013-01-01,18,CELEBRATION,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,6,-60.51642
2013-01-01,18,CLEANING,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,7,700.716
2013-01-01,18,DAIRY,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,8,369.64938
2013-01-01,18,DELI,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,9,160.26996
2013-01-01,18,EGGS,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,10,7.251898
2013-01-01,18,FROZEN FOODS,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,11,-6.5609207
2013-01-01,18,GROCERY I,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,12,1017.4585
2013-01-01,18,GROCERY II,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,13,-5.040767
2013-01-01,18,HARDWARE,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,14,-8.188713
2013-01-01,18,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,15,-8.188713
2013-01-01,18,HOME AND KITCHEN II,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,16,-8.188713
2013-01-01,18,HOME APPLIANCES,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,17,-8.188713
2013-01-01,18,HOME CARE,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,18,29.81761
2013-01-01,18,LADIESWEAR,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,19,-2.5732217
2013-01-01,18,LAWN AND GARDEN,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,20,-2.5732217
2013-01-01,18,LINGERIE,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,21,-2.5732217
2013-01-01,18,"LIQUOR,WINE,BEER",0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,22,21.610378
2013-01-01,18,MAGAZINES,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,23,1.8941455
2013-01-01,18,MEATS,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,24,237.42131
2013-01-01,18,PERSONAL CARE,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,25,176.6507
2013-01-01,18,PET SUPPLIES,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,26,-54.473824
2013-01-01,18,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,27,-54.473824
2013-01-01,18,POULTRY,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,28,99.97122
2013-01-01,18,PREPARED FOODS,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,29,-67.78311
2013-01-01,18,PRODUCE,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,30,-86.49394
2013-01-01,18,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,31,-94.75518
2013-01-01,18,SEAFOOD,0.0,0,Quito,Pichincha,B,16,2013,1,1,1,1,0,1,2,32,-93.588
2013-01-01,19,AUTOMOTIVE,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,0,-29.618462
2013-01-01,19,BABY CARE,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,1,-31.435318
2013-01-01,19,BEAUTY,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,2,-31.086502
2013-01-01,19,BEVERAGES,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,3,742.812
2013-01-01,19,BOOKS,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,4,-90.763664
2013-01-01,19,BREAD/BAKERY,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,5,172.89806
2013-01-01,19,CELEBRATION,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,6,-94.80205
2013-01-01,19,CLEANING,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,7,603.82806
2013-01-01,19,DAIRY,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,8,250.68065
2013-01-01,19,DELI,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,9,69.24899
2013-01-01,19,EGGS,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,10,18.799955
2013-01-01,19,FROZEN FOODS,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,11,4.9871426
2013-01-01,19,GROCERY I,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,12,1357.8699
2013-01-01,19,GROCERY II,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,13,-12.283146
2013-01-01,19,HARDWARE,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,14,-15.431089
2013-01-01,19,HOME AND KITCHEN I,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,15,-15.431089
2013-01-01,19,HOME AND KITCHEN II,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,16,-15.431089
2013-01-01,19,HOME APPLIANCES,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,17,-15.431089
2013-01-01,19,HOME CARE,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,18,6.5209355
2013-01-01,19,LADIESWEAR,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,19,-7.683239
2013-01-01,19,LAWN AND GARDEN,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,20,-7.683239
2013-01-01,19,LINGERIE,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,21,-7.683239
2013-01-01,19,"LIQUOR,WINE,BEER",0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,22,16.500345
2013-01-01,19,MAGAZINES,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,23,-3.2158723
2013-01-01,19,MEATS,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,24,116.633484
2013-01-01,19,PERSONAL CARE,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,25,102.96164
2013-01-01,19,PET SUPPLIES,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,26,-44.95295
2013-01-01,19,PLAYERS AND ELECTRONICS,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,27,-44.95295
2013-01-01,19,POULTRY,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,28,51.201317
2013-01-01,19,PREPARED FOODS,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,29,-72.77353
2013-01-01,19,PRODUCE,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,30,-91.602264
2013-01-01,19,SCHOOL AND OFFICE SUPPLIES,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,31,-87.24698
2013-01-01,19,SEAFOOD,0.0,0,Guaranda,Bolivar,C,15,2013,1,1,1,1,0,1,3,32,-86.079796
2013-01-01,2,AUTOMOTIVE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,0,-33.798264
2013-01-01,2,BABY CARE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,1,-35.61512
2013-01-01,2,BEAUTY,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,2,-35.266296
2013-01-01,2,BEVERAGES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,3,1197.8127
2013-01-01,2,BOOKS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,4,-79.32964
2013-01-01,2,BREAD/BAKERY,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,5,225.40025
2013-01-01,2,CELEBRATION,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,6,-91.29804
2013-01-01,2,CLEANING,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,7,831.6407
2013-01-01,2,DAIRY,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,8,379.06708
2013-01-01,2,DELI,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,9,109.178764
2013-01-01,2,EGGS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,10,73.79162
2013-01-01,2,FROZEN FOODS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,11,59.978844
2013-01-01,2,GROCERY I,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,12,2464.6716
2013-01-01,2,GROCERY II,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,13,-1.6413338
2013-01-01,2,HARDWARE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,14,-4.789281
2013-01-01,2,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,15,-4.789281
2013-01-01,2,HOME AND KITCHEN II,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,16,-4.789281
2013-01-01,2,HOME APPLIANCES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,17,-4.789281
2013-01-01,2,HOME CARE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,18,17.843134
2013-01-01,2,LADIESWEAR,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,19,3.6389766
2013-01-01,2,LAWN AND GARDEN,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,20,3.6389766
2013-01-01,2,LINGERIE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,21,3.6389766
2013-01-01,2,"LIQUOR,WINE,BEER",0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,22,27.822542
2013-01-01,2,MAGAZINES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,23,8.106367
2013-01-01,2,MEATS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,24,221.37563
2013-01-01,2,PERSONAL CARE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,25,162.40044
2013-01-01,2,PET SUPPLIES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,26,-0.96080494
2013-01-01,2,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,27,-0.96080494
2013-01-01,2,POULTRY,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,28,228.58682
2013-01-01,2,PREPARED FOODS,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,29,70.658516
2013-01-01,2,PRODUCE,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,30,61.494225
2013-01-01,2,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,31,-57.876045
2013-01-01,2,SEAFOOD,0.0,0,Quito,Pichincha,D,13,2013,1,1,1,1,0,1,4,32,-50.768265
2013-01-01,20,AUTOMOTIVE,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,0,-115.0564
2013-01-01,20,BABY CARE,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,1,-116.87326
2013-01-01,20,BEAUTY,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,2,-116.524445
2013-01-01,20,BEVERAGES,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,3,707.11536
2013-01-01,20,BOOKS,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,4,-168.01236
2013-01-01,20,BREAD/BAKERY,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,5,150.77583
2013-01-01,20,CELEBRATION,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,6,-150.8315
2013-01-01,20,CLEANING,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,7,600.3396
2013-01-01,20,DAIRY,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,8,269.27286
2013-01-01,20,DELI,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,9,59.893448
2013-01-01,20,EGGS,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,10,-78.062706
2013-01-01,20,FROZEN FOODS,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,11,-91.87549
2013-01-01,20,GROCERY I,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,12,336.2962
2013-01-01,20,GROCERY II,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,13,-27.266125
2013-01-01,20,HARDWARE,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,14,-30.41407
2013-01-01,20,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,15,-30.41407
2013-01-01,20,HOME AND KITCHEN II,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,16,-30.41407
2013-01-01,20,HOME APPLIANCES,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,17,-30.41407
2013-01-01,20,HOME CARE,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,18,7.5922637
2013-01-01,20,LADIESWEAR,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,19,-24.798584
2013-01-01,20,LAWN AND GARDEN,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,20,-24.798584
2013-01-01,20,LINGERIE,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,21,-24.798584
2013-01-01,20,"LIQUOR,WINE,BEER",0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,22,-0.61497754
2013-01-01,20,MAGAZINES,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,23,-20.331215
2013-01-01,20,MEATS,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,24,204.71136
2013-01-01,20,PERSONAL CARE,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,25,143.94072
2013-01-01,20,PET SUPPLIES,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,26,-89.80522
2013-01-01,20,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,27,-89.80522
2013-01-01,20,POULTRY,0.0,0,Quito,Pichincha,B,6,2013,1,1,1,1,0,1,2,28,33.897564
